,Chuyen muc,Nhu cau,Tinh/Thanh pho,Quan/huyen,Xa/Phuong,Duong/khu vuc,Gia,Ngay dang,Dien tich,Huong,So Tang,So phong,Nha ve sinh,Giay to phap,Dien thoai,Mo ta
2588,Nhà,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Chánh,"Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","1,9 tỷ",07/05/2021,60m²,,,4,3,Đã có sổ,Đăng nhập để xem,
2589,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,"Đường Tỉnh Lộ 10, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","2,38 tỷ",07/05/2021,36m²,,,3,3,,Đăng nhập để xem,
2590,Đất,Cần bán,Bình Phước,Huyện Đồng Phú,Xã Thuận Lợi,"Đường ĐT 741, Xã Thuận Lợi, Huyện Đồng Phú, Bình Phước","1,3 tỷ",07/05/2021,180m²,,,,,Đã có sổ,Đăng nhập để xem,
2591,Đất,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Xã An Nhơn Tây,"Đường Tỉnh Lộ 7, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh","1,96 tỷ",07/05/2021,185m²,,,,,Đã có sổ,Đăng nhập để xem,
2592,Đất,Cần bán,Đắk Nông,Huyện Đắk R'Lấp,Xã Đắk Sin,"128, Đường Tỉnh Lộ 681, Xã Đắk Sin, Huyện Đắk R'Lấp, Đắk Nông","3,6 tỷ",07/05/2021,43.000m²,,,,,Đã có sổ,Đăng nhập để xem,
2593,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 11,"Đường Tùng Thiện Vương, Phường 11, Quận 8, Tp Hồ Chí Minh","5,1 tỷ",07/05/2021,35m²,,3,3,3,Đã có sổ,Đăng nhập để xem,
2594,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Bình Thạnh,Phường 25,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","4,8 triệu/tháng",07/05/2021,30m²,,,1,,,Đăng nhập để xem,
2595,Đất,Cần bán,Bình Dương,Thị xã Tân Uyên,Phường Uyên Hưng,"Nguyễn Văn Linh, Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",650 triệu,07/05/2021,120m²,,,,,Đã có sổ,Đăng nhập để xem,
2596,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 2,"Đường Dương Bá Trạc, Phường 2, Quận 8, Tp Hồ Chí Minh","1,68 tỷ",07/05/2021,46m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
2597,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Phú Nhuận,Phường 8,"146, 146 Đường Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh",8 triệu/tháng,07/05/2021,59m²,,,1,,Đã có sổ,Đăng nhập để xem,
2598,Đất,Cần bán,Đà Nẵng,Quận Cẩm Lệ,Phường Hòa Xuân,"Đường Ngô Huy Diễn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","4,7 tỷ",07/05/2021,100m²,Đông Bắc,,,,Đã có sổ,Đăng nhập để xem,
2599,Nhà,Cần bán,Hồ Chí Minh,Huyện Nhà Bè,Thị trấn Nhà Bè,"1979/8, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","4,75 tỷ",07/05/2021,55m²,,3,4,4,Đã có sổ,Đăng nhập để xem,
2600,Đất,Cần bán,Bình Phước,Huyện Đồng Phú,Xã Tân Phước,"Đường 753, Xã Tân Phước, Huyện Đồng Phú, Bình Phước",350 triệu,07/05/2021,1.000m²,,,,,Đã có sổ,Đăng nhập để xem,
2601,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hòa Thạnh,"Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,75 tỷ",07/05/2021,90m²,Nam,,3,2,,Đăng nhập để xem,
2602,Đất,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","22,5 tỷ",07/05/2021,150m²,Tây,,,,Giấy tờ khác,Đăng nhập để xem,
2603,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",8 triệu/tháng,07/05/2021,76m²,,,2,2,,Đăng nhập để xem,
2604,Nhà,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Kiên,"Đường Nguyễn Cửu Phú, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh","1,55 tỷ",07/05/2021,95m²,,1,4,5,Đã có sổ,Đăng nhập để xem,
2605,Đất,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Thị trấn Củ Chi,"Đường Đỗ Đình Nhân, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",890 triệu,07/05/2021,100m²,,,,,Đã có sổ,Đăng nhập để xem,
2606,Đất,Cần bán,Bà Rịa - Vũng Tàu,Huyện Châu Đức,Xã Láng Lớn,"Đường Láng Lớn - Xà Bang, Xã Láng Lớn, Huyện Châu Đức, Bà Rịa - Vũng Tàu","1,95 tỷ",07/05/2021,400m²,Tây Bắc,,,,Đã có sổ,Đăng nhập để xem,
2607,"Căn hộ, Chung cư",Cho thuê,Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Đường Trần Đăng Ninh, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",8 triệu/tháng,07/05/2021,80m²,,,3,2,,Đăng nhập để xem,
2608,Đất,Cần bán,Đồng Nai,Huyện Long Thành,Xã Lộc An,"Đường ĐT 769, Xã Lộc An, Huyện Long Thành, Đồng Nai","1,8 tỷ",07/05/2021,100m²,,,,,,Đăng nhập để xem,
2609,Đất,Cần bán,Thừa Thiên Huế,Thị xã Hương Thủy,Phường Phú Bài,"Đường Đỗ Nam, Phường Phú Bài, Thị xã Hương Thủy, Thừa Thiên Huế","994,26 triệu",07/05/2021,136m²,Bắc,,,,Đã có sổ,Đăng nhập để xem,
2610,Đất,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Đông,"Đường Xuân Thới Thượng 6, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh","2,55 tỷ",07/05/2021,81m²,Tây Nam,,,,Đã có sổ,Đăng nhập để xem,
2611,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 4,"Đường Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh","3,75 tỷ",07/05/2021,31m²,,,2,2,Đã có sổ,Đăng nhập để xem,
2612,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","5,7 tỷ",07/05/2021,53m²,Bắc,3,4,5,Đã có sổ,Đăng nhập để xem,
2613,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 6,"Lê Đức Thọ, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh","8,2 tỷ",07/05/2021,60m²,,,4,4,Đã có sổ,Đăng nhập để xem,
2614,Nhà,Cần bán,Cần Thơ,Quận Ninh Kiều,Phường An Phú,"Đường Trần Bình Trọng, Phường An Phú, Quận Ninh Kiều, Cần Thơ","8,75 tỷ",07/05/2021,302m²,Đông Nam,1,,,Đã có sổ,Đăng nhập để xem,
2615,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,"Đường Phạm Thế Hiển, Phường 4, Quận 8, Tp Hồ Chí Minh",8 tỷ,07/05/2021,72m²,,,1,2,Đã có sổ,Đăng nhập để xem,
2616,"Căn hộ, Chung cư",Cần bán,Bình Dương,Thành phố Thuận An,Phường Thuận Giao,"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",839 triệu,07/05/2021,42m²,,,1,1,Đang chờ sổ,Đăng nhập để xem,
2617,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận 7,Phường Phú Mỹ,"Đường 15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","2,55 tỷ",07/05/2021,161m²,,,4,4,Giấy tờ khác,Đăng nhập để xem,
2618,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,88 tỷ",07/05/2021,71m²,Tây,,2,2,Đang chờ sổ,Đăng nhập để xem,
2619,Nhà,Cho thuê,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Tây,"Đường Số 13, Phường Linh Tây, Quận Thủ Đức, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh",22 triệu/tháng,07/05/2021,100m²,,,5,4,,Đăng nhập để xem,
2620,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận 9,Phường Phú Hữu,"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh","2,45 tỷ",07/05/2021,98m²,,,3,2,Đã có sổ,Đăng nhập để xem,
2621,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 8,"Đường Cây Trâm, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh","5,2 tỷ",07/05/2021,50m²,Đông Bắc,3,4,5,Đã có sổ,Đăng nhập để xem,
2622,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,"Đường Mã Lò, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","3,6 tỷ",07/05/2021,55m²,,,4,5,Đã có sổ,Đăng nhập để xem,
2623,Nhà,Cần bán,Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng,"Đường Thọ Tháp, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",66 tỷ,07/05/2021,140m²,,9,,,Đã có sổ,Đăng nhập để xem,
2624,Nhà,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Nhị Bình,"30/10/10/8, ấp 4, Xã Nhị Bình, Huyện Hóc Môn, TP Hồ Chí Minh, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","8,9 tỷ",07/05/2021,742m²,Đông Nam,1,2,1,Đã có sổ,Đăng nhập để xem,
2625,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,"Đường Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","1,17 tỷ",07/05/2021,30m²,,1,2,1,Đã có sổ,Đăng nhập để xem,
2626,Nhà,Cần bán,Cần Thơ,Quận Ninh Kiều,Phường An Khánh,"hẻm 7A-9, Đường Nguyễn Văn Linh, Phường An Khánh, Quận Ninh Kiều, Cần Thơ","3,35 tỷ",07/05/2021,46m²,Tây Nam,3,3,3,Đã có sổ,Đăng nhập để xem,
2627,Đất,Cần bán,Long An,Huyện Đức Hòa,Xã Mỹ Hạnh Bắc,"Đường Tỉnh lộ 9, Xã Mỹ Hạnh Bắc, Huyện Đức Hòa, Long An",650 triệu,07/05/2021,80m²,Tây Bắc,,,,Đã có sổ,Đăng nhập để xem,
2628,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long B,"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","1,75 tỷ",07/05/2021,54m²,,,1,1,Đã có sổ,Đăng nhập để xem,
2629,Nhà,Cho thuê,Đà Nẵng,Quận Sơn Trà,Phường An Hải Bắc,"Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",10 triệu/tháng,07/05/2021,100m²,,,4,3,Đã có sổ,Đăng nhập để xem,
2630,Nhà,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Lê Minh Xuân,"Đường Lô 2, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","14,5 tỷ",07/05/2021,419m²,,,4,4,Đã có sổ,Đăng nhập để xem,
2631,Nhà,Cho thuê,Hồ Chí Minh,Quận Tân Bình,Phường 2,"Đường Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",30 triệu/tháng,07/05/2021,100m²,,,6,4,,Đăng nhập để xem,
2632,Nhà,Cần bán,Hồ Chí Minh,Quận 6,Phường 12,"Đường Hậu Giang, Phường 12, Quận 6, Tp Hồ Chí Minh","1,32 tỷ",07/05/2021,46m²,,,2,2,Đã có sổ,Đăng nhập để xem,
2633,Nhà,Cần bán,Bình Dương,Huyện Bàu Bàng,Thị trấn Lai Uyên,"Đường Quốc Lộ 13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",1 tỷ,07/05/2021,155m²,,,4,,,Đăng nhập để xem,
2634,Đất,Cần bán,Đà Nẵng,Quận Cẩm Lệ,Phường Hòa Xuân,"Nguyễn Sắc Kim, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","3,28 tỷ",07/05/2021,97m²,Tây Nam,,,,Đã có sổ,Đăng nhập để xem,
2635,"Căn hộ, Chung cư",Cần bán,Bình Dương,Thị xã Dĩ An,Phường An Bình,"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương","3,9 tỷ",07/05/2021,100m²,,,3,,,Đăng nhập để xem,
2636,Đất,Cần bán,Cần Thơ,Quận Bình Thuỷ,Phường Bình Thủy,"Đường Nguyễn Truyền Thanh, Phường Bình Thủy, Quận Bình Thuỷ, Cần Thơ","1,99 triệu",07/05/2021,125m²,Tây Nam,,,,,Đăng nhập để xem,
2637,Đất,Cần bán,Khánh Hòa,Huyện Diên Khánh,Xã Diên Phú,"diên phú, Xã Diên Phú, Huyện Diên Khánh, Khánh Hòa",768 triệu,07/05/2021,98m²,Đông Bắc,,,,Đã có sổ,Đăng nhập để xem,
2638,Đất,Cần bán,Hồ Chí Minh,Quận 2,Phường An Khánh,"Đường Võ Văn Kiệt, Phường An Khánh, Quận 2, Tp Hồ Chí Minh",3 tỷ,07/05/2021,125m²,,,,,,Đăng nhập để xem,
2639,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 2,"Bạch Đằng, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","22,5 tỷ",07/05/2021,92m²,,,6,6,Đã có sổ,Đăng nhập để xem,
2640,Đất,Cần bán,Bình Phước,Huyện Lộc Ninh,Xã Lộc Thành,"Đường Quốc Lộ 13, Xã Lộc Thành, Huyện Lộc Ninh, Bình Phước",425 triệu,07/05/2021,1.610m²,,,,,Đã có sổ,Đăng nhập để xem,
2641,Đất,Cần bán,Bình Dương,Huyện Phú Giáo,Xã Phước Hoà,"DT 741, Xã Phước Hoà, Huyện Phú Giáo, Bình Dương",835 triệu,07/05/2021,77m²,,,,,Đã có sổ,Đăng nhập để xem,
2642,Đất,Cần bán,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Xã Châu Pha,"Lê Trọng Tấn, Xã Châu Pha, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu","1,58 tỷ",07/05/2021,351m²,,,,,,Đăng nhập để xem,
2643,Đất,Cần bán,Đồng Nai,Huyện Nhơn Trạch,Xã Long Tân,"Đường Lý Thái Tổ, Xã Long Tân, Huyện Nhơn Trạch, Đồng Nai","1,9 tỷ",07/05/2021,100m²,,,,,Đang chờ sổ,Đăng nhập để xem,
2644,Đất,Cần bán,Long An,Huyện Cần Đước,Xã Tân Lân,"Đường Quốc Lộ 50||26236, Xã Tân Lân, Huyện Cần Đước, Long An",550 triệu,07/05/2021,100m²,,,,,Đã có sổ,Đăng nhập để xem,
2645,Đất,Cần bán,Long An,Huyện Cần Giuộc,Xã Phước Vĩnh Đông,"Nguyễn Văn Tạo, Xã Phước Vĩnh Đông, Huyện Cần Giuộc, Long An","2,15 tỷ",07/05/2021,92m²,,,,,Đã có sổ,Đăng nhập để xem,
2646,Đất,Cần bán,Bình Phước,Huyện Đồng Phú,Xã Tân Phước,"DT 753, Xã Tân Phước, Huyện Đồng Phú, Bình Phước",400 triệu,07/05/2021,1.000m²,,,,,Đã có sổ,Đăng nhập để xem,
2647,Nhà,Cho thuê,Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,"Tân Chánh hiệp 08, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","6,5 triệu/tháng",07/05/2021,53m²,,,4,3,Đã có sổ,Đăng nhập để xem,
2648,Nhà,Cần bán,Hà Nội,Quận Thanh Xuân,Phường Khương Trung,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","3,2 tỷ",07/05/2021,39m²,,,3,,,Đăng nhập để xem,
2649,Nhà,Cho thuê,Hồ Chí Minh,Quận 10,Phường 12,"Đường Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh",40 triệu/tháng,07/05/2021,64m²,,5,,,,Đăng nhập để xem,
2650,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 13,"Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh","5,6 tỷ",07/05/2021,64m²,Nam,4,4,5,Đã có sổ,Đăng nhập để xem,
2651,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,"Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","1,775 tỷ",07/05/2021,38m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
2652,Nhà,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",580 triệu,07/05/2021,52m²,,,1,1,Đã có sổ,Đăng nhập để xem,
2653,Đất,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",295 triệu,07/05/2021,92m²,,,,,Đã có sổ,Đăng nhập để xem,
2654,Đất,Cần bán,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Quảng,"lý thường kiệt, Xã Lộc Quảng, Huyện Bảo Lâm, Lâm Đồng",495 triệu,07/05/2021,196m²,,,,,Đã có sổ,Đăng nhập để xem,
2655,Đất,Cần bán,Bình Phước,Huyện Đồng Phú,Thị trấn Tân Phú,"Đường Phú Riềng Đỏ, Thị trấn Tân Phú, Huyện Đồng Phú, Bình Phước",950 triệu,07/05/2021,200m²,,,,,Đã có sổ,Đăng nhập để xem,
2656,Đất,Cần bán,Kiên Giang,Thành phố Phú Quốc,Xã Hàm Ninh,"Đồng Tranh, Xã Hàm Ninh, Thành phố Phú Quốc, Kiên Giang",2 tỷ,07/05/2021,220m²,,,,,Đã có sổ,Đăng nhập để xem,
2657,Nhà,Cần bán,Bà Rịa - Vũng Tàu,Huyện Xuyên Mộc,Xã Phước Thuận,"Đường Ven Biển, Xã Phước Thuận, Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu","21,7 tỷ",07/05/2021,384m²,Đông,,4,3,Giấy tờ khác,Đăng nhập để xem,
2658,Đất,Cần bán,Lào Cai,Huyện Bát Xát,Xã Y Tý,"Tỉnh lộ 158, Xã Y Tý, Huyện Bát Xát, Lào Cai","2,1 tỷ",07/05/2021,6.000m²,,,,,Đã có sổ,Đăng nhập để xem,
2659,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,"Đường Số 13, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","1,52 tỷ",07/05/2021,54m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
2660,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",15 triệu/tháng,07/05/2021,82m²,,,3,2,Đang chờ sổ,Đăng nhập để xem,
2661,Nhà,Cần bán,Đồng Nai,Thành phố Biên Hòa,Phường Quang Vinh,"Đường Phan Chu Trinh, Phường Quang Vinh, Thành phố Biên Hòa, Đồng Nai","4,2 tỷ",07/05/2021,100m²,,,4,3,,Đăng nhập để xem,
2662,Nhà,Cần bán,Hồ Chí Minh,Huyện Nhà Bè,Thị trấn Nhà Bè,"Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","1,98 tỷ",07/05/2021,30m²,Tây Bắc,,4,3,Đã có sổ,Đăng nhập để xem,
2663,Nhà,Cần bán,Hồ Chí Minh,Quận 10,Phường 14,"506, Đường 3/2, Phường 14, Quận 10, Tp Hồ Chí Minh",18 tỷ,07/05/2021,72m²,,,4,,Đã có sổ,Đăng nhập để xem,
2664,Đất,Cần bán,Bình Phước,Huyện Chơn Thành,Xã Minh Thắng,"Đường Quốc lộ 14, Xã Minh Thắng, Huyện Chơn Thành, Bình Phước",650 triệu,07/05/2021,185m²,,,,,Đã có sổ,Đăng nhập để xem,
2665,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,"Đường Bình Thành, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","2,13 tỷ",07/05/2021,60m²,Nam,,2,1,,Đăng nhập để xem,
2666,Đất,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,"nguyễn văn bứa, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",700 triệu,07/05/2021,85m²,,,,,Đã có sổ,Đăng nhập để xem,
2667,Đất,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,"đường nguyễn thị đành, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",895 triệu,07/05/2021,85m²,,,,,Đã có sổ,Đăng nhập để xem,
2668,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 14,"Đường Quang Trung, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","2,5 tỷ",07/05/2021,51m²,,,3,3,Đã có sổ,Đăng nhập để xem,
2669,Đất,Cần bán,Cà Mau,Thành phố Cà Mau,Phường Tân Thành,"127, Quảng Lộ Phụng hiệp, Phường Tân Thành, Thành phố Cà Mau, Cà Mau",492 triệu,07/05/2021,100m²,,,,,Đã có sổ,Đăng nhập để xem,
2670,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Trung,"đường số 7, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh",2 tỷ,07/05/2021,56m²,Đông Nam,,1,1,Đã có sổ,Đăng nhập để xem,
2671,Nhà,Cần bán,Hồ Chí Minh,Quận 6,Phường 13,"Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh","1,48 tỷ",07/05/2021,54m²,,,2,2,Đã có sổ,Đăng nhập để xem,
2672,Đất,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Phạm Văn Hai,"Đường Tỉnh Lộ 10, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh","1,35 tỷ",07/05/2021,96m²,,,,,Đã có sổ,Đăng nhập để xem,
2673,Nhà,Cho thuê,Hồ Chí Minh,Quận Bình Thạnh,Phường 12,"204/8A, Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",14 triệu/tháng,07/05/2021,72m²,,,4,3,,Đăng nhập để xem,
2674,Đất,Cần bán,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Hắc Dịch,"Liên Phường, Phường Hắc Dịch, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu","1,1 tỷ",07/05/2021,150m²,,,,,Đã có sổ,Đăng nhập để xem,
2675,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 5,"922, Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",7 tỷ,07/05/2021,60m²,,,3,3,Đã có sổ,Đăng nhập để xem,
2676,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 1,Phường Cô Giang,"81, Đường Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",6 triệu/tháng,07/05/2021,20m²,,,1,1,Đã có sổ,Đăng nhập để xem,
2677,Đất,Cần bán,Cần Thơ,Quận Ninh Kiều,Phường Hưng Lợi,"357 đường 30/4, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",568 triệu,07/05/2021,125m²,,,,,Đã có sổ,Đăng nhập để xem,
2678,Đất,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,"Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","4,5 tỷ",07/05/2021,72m²,Tây,,,,Đã có sổ,Đăng nhập để xem,
2679,Đất,Cần bán,Long An,Huyện Thủ Thừa,Thị trấn Thủ Thừa,"đường 818, Thị trấn Thủ Thừa, Huyện Thủ Thừa, Long An",300 triệu,07/05/2021,100m²,,,,,Đã có sổ,Đăng nhập để xem,
2680,Đất,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,"Phan Văn Hớn, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",199 triệu,07/05/2021,44m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
